species_code,source,gear,year,q,lat,lon,location,ICES,depth_m,bottom,minutes,bottom_c,bottom_nr,shells,ross,remark,book,ostrea_edulis_pres,ostrea_edulis_shell_pres
O464,H,O,1907,2,54.2,0.58,,37F0,57,s,300,s,4,0,0,,88-5,0,0
O465,H,O,1907,2,54.3,0.92,,37F0,51,s,300,s,4,0,0,,88-6,0,0
O466,H,O,1907,2,54.4,1.28,,37F1,44,s,300,s,4,0,0,,88-7,0,0
O467,H,O,1907,2,53.83,0.52,,36F0,37,gvl,180,gr,6,0,0,,88-8,0,0
O468,H,O,1907,2,53.77,0.62,,36F0,31,gvl,110,gr,6,0,0,,88-9,0,0
B565,H,B,1907,2,54.45,1.52,,37F1,42,s,360,s,4,0,0,,88-10,0,0
B566,H,B,1907,2,54.5,1.78,,37F1,18,s,240,s,4,0,0,,88-11,0,0
B567,H,B,1907,2,54.5,1.78,,37F1,18,s,240,s,4,0,0,,88-12,0,0
B568,H,B,1907,2,54.12,2.52,,37F2,60,fs,300,fs,3,0,0,,88-13,0,0
B569,H,B,1907,2,54.15,2.55,,37F2,59,m,300,m,2,0,0,,88-14,0,0
B570,H,B,1907,2,54.13,2.58,,37F2,59,fs,300,fs,3,0,0,,88-15,0,0
B571,H,B,1907,2,54.13,2.67,,37F2,55,m,90,m,2,0,0,,88-16,0,0
B584,H,B,1907,2,55.37,8.22,,39F8,15,sm,120,fs,3,0,0,,90-1,0,0
B585,H,B,1907,2,55.37,8.17,,39F8,15,m,120,m,2,0,0,,90-2,0,0
B586,H,B,1907,2,55.38,8.18,,39F8,15,m,60,m,2,0,0,,90-3,0,0
B587,H,B,1907,2,56.83,3.95,,42F3,55,s,240,s,4,0,0,detailed,90-6,0,0
B588,H,B,1907,2,56.92,2.85,,42F2,69,s,240,s,4,0,0,detailed,90-7,0,0
B589,H,B,1907,2,56.83,2.57,,42F2,73,s,240,s,4,0,0,detailed,90-8,0,0
B590,H,B,1907,2,56.73,1.58,,42F1,93,s,240,s,4,0,0,detailed,90-9,0,0
B591,H,B,1907,2,56.62,1.47,,42F1,91,s,240,s,4,0,0,detailed,90-10,0,0
B592,H,B,1907,2,56.48,1.35,,41F1,90,s,240,s,4,0,0,detailed,90-11,0,0
B593,H,B,1907,2,56.37,1.22,,41F1,86,fs / blk.spk,240,fs,3,0,0,detailed,90-12,0,0
B594,H,B,1907,2,55.67,0.27,,40F0,73,s,240,s,4,0,0,detailed,90-13,0,0
B595,H,B,1907,2,55.53,0.33,,40F0,71,s,240,s,4,0,0,detailed,90-14,0,0
B596,H,B,1907,2,55.4,0.28,,39F0,73,s,240,s,4,0,0,detailed,90-15,0,0
B598,H,B,1907,2,54.22,0.72,,37F0,53,s,180,s,4,0,0,detailed,90-17,0,0
O486,H,O,1907,2,53.72,5.43,,36F5,27,s,300,s,4,0,0,,92-5,0,0
O487,H,O,1907,2,54,6.77,,36F6,31,s,240,s,4,0,0,,92-10,0,0
O488,H,O,1907,2,54.97,7.67,,38F7,20,cs,120,cs,5,0,0,,92-15,0,0
O489,H,O,1907,2,56.93,7.43,,42F7,26,s,240,s,4,0,0,,92-16,0,0
B599,H,B,1907,2,54.93,7.4,,38F7,27,s,240,s,4,0,0,,92-18,0,0
B601,H,B,1907,3,55.28,8.02,,39F8,16,s,120,s,4,0,0,,92-20,0,0
B602,H,B,1907,3,55.25,7.73,,39F7,22,s,120,s,4,0,0,,92-21,0,0
O490,H,O,1907,3,55.25,7.73,,39F7,22,s,120,s,4,0,0,,92-22,0,0
O491,H,O,1907,3,55.2,7.43,,39F7,26,s,180,s,4,0,0,,92-24,0,0
B603,H,B,1907,3,55.2,7.43,,39F7,26,s,180,s,4,0,0,,92-25,0,0
B604,H,B,1907,3,54.85,6.63,,38F6,40,fs,120,fs,3,0,0,,92-28,0,0
B605,H,B,1907,3,54.9,6.48,,38F6,40,s,300,s,4,0,0,,92-30,0,0
B606,H,B,1907,3,54.78,6.5,,38F6,40,s,300,s,4,0,0,,92-31,0,0
B607,H,B,1907,3,54.03,6.88,,37F6,29,s,180,s,4,0,0,,92-34,0,0
B608,H,B,1907,3,53.95,6.92,,36F6,26,s,120,s,4,0,0,,92-35,0,0
B609,H,B,1907,3,53.78,7.1,,36F7,18,s,120,s,4,0,0,,92-36,0,0
B610,H,B,1907,3,53.83,7.05,,36F7,20,s,120,s,4,0,0,,92-37,0,0
B611,H,B,1907,3,53.83,7.05,,36F7,20,s,120,s,4,0,0,,92-38,0,0
O492,H,O,1907,3,53.83,7.05,,36F7,20,s,120,s,4,0,0,,92-39,0,0
O493,H,O,1907,3,53.83,7.05,,36F7,20,s,120,s,4,0,0,,92-40,0,0
O494,H,O,1907,3,54.38,7.78,,37F7,24,s,240,s,4,0,0,,92-42,0,0
B612,H,B,1907,3,54.35,7.78,,37F7,24,s,180,s,4,0,0,,92-43,0,0
B613,H,B,1907,3,54.75,7.55,,38F7,24,s,60,s,4,0,0,,92-45,0,0
B614,H,B,1907,3,54.75,7.55,,38F7,24,gvl,60,gr,6,0,0,,92-46,0,0
B615,H,B,1907,3,54.83,8,,38F7,16,s,60,s,4,0,0,,92-47,0,0
B616,H,B,1907,3,54.8,7.97,,38F7,16,s,120,s,4,0,0,,92-48,0,0
O495,H,O,1907,3,54.48,7.58,,37F7,27,fs,240,fs,3,0,0,,92-51,0,0
B617,H,B,1907,3,54.67,7.35,,38F7,27,s,120,s,4,0,0,,92-52,0,0
B618,H,B,1907,3,54.67,7.4,,38F7,27,s.st,120,sst,5.5,0,0,,92-53,0,0
B621,H,B,1907,3,55.97,3.37,,40F3,69,oz,120,m,1,0,0,detailed,96-1,0,0
B622,H,B,1907,3,55.73,3.5,,40F3,59,s,120,s,4,0,0,detailed,96-2,0,0
B623,H,B,1907,3,55.68,3.57,,40F3,51,s,120,s,4,0,0,detailed,96-3,0,0
B624,H,B,1907,3,55.7,3.63,,40F3,51,s,120,s,4,0,0,,96-4,0,0
B625,H,B,1907,3,55.73,3.73,,40F3,53,fs,180,fs,3,0,0,,96-5,0,0
B626,H,B,1907,3,55.72,3.75,,40F3,51,s,120,s,4,0,0,detailed,96-6,0,0
B627,H,B,1907,3,55.7,3.67,,40F3,51,s,120,s,4,0,0,detailed,96-7,0,0
B628,H,B,1907,3,55.7,3.55,,40F3,55,fs,120,fs,3,0,0,detailed,96-8,0,0
B629,H,B,1907,3,55.7,3.63,,40F3,51,fs,120,fs,3,0,0,detailed,96-9,0,0
B630,H,B,1907,3,55.68,3.63,,40F3,48,s,120,s,4,0,0,,96-10,0,0
B631,H,B,1907,3,55.63,3.53,,40F3,44,s,120,s,4,0,0,,96-11,0,0
B632,H,B,1907,3,54.63,3.93,,38F3,44,s,120,s,4,0,0,,96-12,1,0
B633,H,B,1907,3,54.57,3.9,,38F3,46,s,120,s,4,0,0,detailed,96-13,0,0
B634,H,B,1907,3,54.52,3.93,,38F3,46,s,120,s,4,0,0,,96-14,0,0
B635,H,B,1907,3,54.5,4.03,,37F4,46,s,120,s,4,0,0,detailed,96-15,1,0
B636,H,B,1907,3,54.55,4.08,,38F4,46,s,120,s,4,0,0,detailed,96-16,1,0
B637,H,B,1907,3,54.3,1.73,,37F1,44,s,120,s,4,0,0,detailed,96-17,0,0
B638,H,B,1907,3,54.27,1.7,,37F1,42,s,120,s,4,0,0,detailed,96-18,0,0
B639,H,B,1907,3,54.22,1.5,,37F1,40,s,120,s,4,0,0,detailed,96-19,0,0
B640,H,B,1907,3,54.2,1.62,,37F1,38,s,120,s,4,0,0,,96-20,0,0
B641,H,B,1907,3,54.3,1.32,,37F1,48,s,120,s,4,0,0,,96-21,0,0
B642,H,B,1907,3,54.3,1.2,,37F1,49,s,120,s,4,0,0,detailed,96-22,0,0
B643,H,B,1907,3,54.28,1.18,,37F1,48,s,120,s,4,0,0,detailed,96-23,0,0
B644,H,B,1907,3,54.25,1.28,,37F1,57,s,120,s,4,0,0,detailed,96-24,0,0
B645,H,B,1907,3,54.27,1.32,,37F1,51,s,120,s,4,0,0,,96-25,0,0
B646,H,B,1907,3,54.43,1.18,,37F1,49,s,120,s,4,0,0,,96-26,0,0
B647,H,B,1907,3,54.38,1.28,,37F1,53,s,120,s,4,0,0,,96-27,0,0
B648,H,B,1907,3,54.45,1.27,,37F1,53,s,120,s,4,0,0,,96-28,0,0
B649,H,B,1907,3,54.5,1.2,,37F1,59,s,120,s,4,0,0,,96-29,0,0
B650,H,B,1907,3,53.25,2.13,,35F2,40,s,120,s,4,0,0,,96-30,0,0
B681,H,B,1908,2,51.83,3.42,,32F3,29,f.spk.s,120,fs,3,0,0,,99-1,0,0
B682,H,B,1908,2,52.02,3.75,,33F3,26,s,60,s,4,0,0,,99-2,0,0
B683,H,B,1908,2,52.45,3.8,,33F3,26,s,90,s,4,0,0,,99-3,0,0
B684,H,B,1908,2,52.43,3.8,,33F3,27,s & sh,120,s,4,1,0,,99-4,0,0
B686,H,B,1908,2,52.58,4.17,,34F4,26,s,120,s,4,0,0,,99-6,0,0
B687,H,B,1908,2,52.63,4.08,,34F4,26,s,120,s,4,0,0,,99-7,0,0
B688,H,B,1908,2,52.67,3.98,,34F3,26,s,120,s,4,0,0,,99-8,0,0
B689,H,B,1908,2,53.3,4.75,,35F4,26,gvl,120,gr,6,0,0,,99-9,0,0
B690,H,B,1908,2,53.52,4.65,,36F4,26,s,120,s,4,0,0,,99-10,0,0
B691,H,B,1908,2,53.55,4.6,,36F4,26,s,180,s,4,0,0,,99-11,0,0
B692,H,B,1908,2,53.5,5.23,,35F5,22,s,120,s,4,0,0,,99-12,0,0
B693,H,B,1908,2,53.63,5.15,,36F5,29,s,120,s,4,0,0,,99-13,0,0
B694,H,B,1908,2,53.67,5.07,,36F5,31,s,120,s,4,0,0,,99-14,0,0
B695,H,B,1908,2,53.7,5.02,,36F5,33,s,120,s,4,0,0,,99-15,0,0
B696,H,B,1908,2,53.63,5.13,,36F5,31,s,120,s,4,0,0,,99-16,0,0
B697,H,B,1908,2,53.58,5.1,,36F5,29,s,120,s,4,0,0,,99-17,0,0
B698,H,B,1908,2,53.55,5.02,,36F5,27,s,90,s,4,0,0,,99-18,0,0
B699,H,B,1908,2,53.63,4.93,,36F4,31,s,120,s,4,0,0,,99-19,0,0
B700,H,B,1908,2,53.63,4.95,,36F4,31,s,90,s,4,0,0,,99-20,0,0
B701,H,B,1908,2,53.63,4.98,,36F4,31,s,90,s,4,0,0,,99-21,0,0
B702,H,B,1908,2,53.55,5.13,,36F5,24,s,120,s,4,0,0,,99-22,0,0
B703,H,B,1908,2,55.35,8.2,,39F8,13,m,120,m,2,0,0,,99-25,0,0
B704,H,B,1908,2,55.4,8.17,,39F8,13,m,120,m,2,0,0,,99-26,0,0
B705,H,B,1908,2,55.42,8.13,,39F8,13,m,60,m,2,0,0,,99-27,0,0
B706,H,B,1908,2,55.4,8.08,,39F8,15,s,60,s,4,0,0,,99-28,0,0
B707,H,B,1908,2,55.38,8.03,,39F8,16,s,60,s,4,0,0,,99-29,0,0
B708,H,B,1908,2,55.37,7.98,,39F7,16,s,60,s,4,0,0,,99-30,0,0
B709,H,B,1908,2,55.38,8.13,,39F8,16,s,60,s,4,0,0,,99-31,0,0
B710,H,B,1908,2,55.38,8.13,,39F8,16,s,60,s,4,0,0,,99-32,0,0
B711,H,B,1908,2,55.3,8.03,,39F8,16,s,60,s,4,0,0,,99-33,0,0
B712,H,B,1908,2,55.38,8.12,,39F8,16,s,60,s,4,0,0,,99-34,0,0
B713,H,B,1908,2,55.38,8.18,,39F8,16,s,60,s,4,0,0,,99-35,0,0
B714,H,B,1908,2,55.38,8.17,,39F8,16,m,60,m,2,0,0,,99-36,0,0
B715,H,B,1908,2,55.13,7.93,,39F7,18,s,60,s,4,0,0,,99-38,0,0
B717,H,B,1908,2,55.07,8.03,,39F8,16,s,240,s,4,0,0,,99-40,0,0
B718,H,B,1908,2,55.15,8.05,,39F8,16,s,60,s,4,0,0,,99-41,0,0
B719,H,B,1908,2,55.12,8.07,,39F8,16,s,120,s,4,0,0,,99-42,0,0
B720,H,B,1908,2,55.07,8.1,,39F8,16,sm,60,ms,3,0,0,,99-43,0,0
B794,H,B,1908,3,53.48,2.6,,35F2,29,s,180,s,4,0,0,,105-1,0,0
B795,H,B,1908,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-2,0,0
B796,H,B,1980,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-3,0,0
B797,H,B,1908,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-4,0,0
B798,H,B,1908,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-5,0,0
B799,H,B,1908,3,53,4.17,,34F4,29,s,120,s,4,0,0,,105-6,0,0
O560,H,O,1908,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-7,0,0
O561,H,O,1908,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-8,0,0
O562,H,O,1908,3,53,4.17,,34F4,29,s,180,s,4,0,0,,105-9,0,0
O563,H,O,1908,3,53.07,4.12,,35F4,29,s,120,s,4,0,0,,105-16,0,0
B800,H,B,1908,3,53.07,4.12,,35F4,29,s,120,s,4,0,0,,105-17,0,0
B801,H,B,1908,3,52.93,4.18,,34F4,33,s,120,s,4,0,0,,105-20,0,0
O564,H,O,1908,3,52.93,4.18,,34F4,33,s,120,s,4,0,0,,105-21,0,0
B802,H,B,1909,1,51.5,2.48,,31F2,37,cs,120,fs,5,0,0,,106-1,0,0
B803,H,B,1909,1,51.63,2.52,,32F2,31,gs,120,fs,5,0,0,,106-3,0,0
B804,H,B,1909,1,51.22,1.83,,31F1,40,s.st,180,sst,5.5,0,0,,106-5,0,0
B805,H,B,1909,1,51.65,2.52,,32F2,37,s,180,s,4,0,0,,106-7,0,0
B806,H,B,1909,1,51.63,2.52,,32F2,37,s & sh,180,s,4,1,0,,106-8,0,0
B809,H,B,1909,1,51.93,2.97,,32F2,33,cs,180,fs,5,0,0,,106-11,0,0
B810,H,B,1909,1,52.33,3.33,,33F3,31,s & sh,180,s,4,1,0,,106-13,0,0
B811,H,B,1909,1,52.32,3.18,,33F3,37,s & sh,120,s,4,1,0,,106-14,0,0
B813,H,B,1909,1,53.03,1.45,,35F1,27,s & sh & st,180,sst,5.5,1,0,,106-16,0,0
B814,H,B,1909,1,52.75,2.22,,34F2,44,spk.s,180,s,4,0,0,,106-17,0,0
B815,H,B,1909,1,52.87,2.28,,34F2,49,s & ross,180,s,4,0,1,,106-18,0,0
B816,H,B,1909,1,52.85,2.33,,34F2,48,s,180,s,4,0,0,,106-19,0,0
B817,H,B,1909,1,52.82,2.22,,34F2,49,s & ross,180,s,4,0,1,,106-20,0,0
B818,H,B,1909,1,52.72,2.15,,34F2,38,s,180,s,4,0,0,,106-21,0,0
B821,H,B,1909,1,52.18,1.82,,33F1,27,s,180,s,4,0,0,,106-25,0,0
B822,H,B,1909,1,52.15,2.17,,33F2,44,s,180,s,4,0,0,,106-27,0,0
B823,H,B,1909,1,52.27,2.22,,33F2,51,s,180,s,4,0,0,,106-28,0,0
B824,H,B,1909,1,52.75,3.37,,34F3,33,s,180,s,4,0,0,,106-30,0,0
B830,H,B,1909,1,53.28,2.77,,35F2,31,s,180,s,4,0,0,,106-39,0,0
B831,H,B,1909,1,53.18,2.73,,35F2,29,s,180,s,4,0,0,,106-40,0,0
B832,H,B,1909,1,52.52,3.38,,34F3,31,s,180,s,4,0,0,,106-41,0,0
B833,H,B,1909,1,52.5,3.33,,33F3,31,s,180,s,4,0,0,,106-44,0,0
B834,H,B,1909,1,52.63,3.02,,34F3,29,s,180,s,4,0,0,,106-45,0,0
B835,H,B,1909,1,52.72,2.87,,34F2,31,s,180,s,4,0,0,,106-46,0,0
B836,H,B,1909,1,52.75,2.2,,34F2,42,br.s,180,s,4,0,0,,106-47,0,0
B837,H,B,1909,1,52.87,2.18,,34F2,44,s & st,180,sst,5.5,0,0,,106-49,0,0
B838,H,B,1909,1,53.18,1.78,,35F1,31,s,180,s,4,0,0,,106-50,0,0
B839,H,B,1909,1,53.17,1.75,,35F1,31,s,180,s,4,0,0,,106-51,0,0
B840,H,B,1909,1,53.17,1.7,,35F1,33,s,180,s,4,0,0,,106-52,0,0
B870,H,B,1909,2,54.03,-0.15,,3.70E+10,11,ds,90,s,4,0,0,,108-1,0,0
B871,H,B,1909,2,54.03,-0.13,,3.70E+10,9,ds,90,s,4,0,0,,108-2,0,0
B873,H,B,1909,2,54.03,-0.15,,3.70E+10,11,ds,90,s,4,0,0,,108-4,0,0
B874,H,B,1909,2,54.05,-0.15,,3.70E+10,13,ds,90,s,4,0,0,,108-5,0,0
B875,H,B,1909,2,54.02,-0.13,,3.70E+10,13,s,90,s,4,0,0,,108-6,0,0
B876,H,B,1909,2,54.02,-0.13,,3.70E+10,11,s,90,s,4,0,0,,108-7,0,0
B877,H,B,1909,2,54.52,1.77,,38F1,16,s,120,s,4,0,0,,108-9,0,0
B878,H,B,1909,2,54.53,1.88,,38F1,18,s,120,s,4,0,0,,108-10,0,0
B879,H,B,1909,2,52.82,3.92,,34F3,27,fs,120,fs,3,0,0,,108-11,0,0
B880,H,B,1909,2,52.85,3.85,,34F3,27,fs,120,fs,3,0,0,,108-12,0,0
B881,H,B,1909,2,52.82,3.75,,34F3,27,s,120,s,4,0,0,,108-13,0,0
B882,H,B,1909,2,52.77,3.67,,34F3,27,s,120,s,4,0,0,,108-14,0,0
B883,H,B,1909,2,52.73,3.58,,34F3,27,s,120,s,4,0,0,,108-15,0,0
B888,H,B,1909,2,52.22,1.68,,33F1,20,m,150,m,2,0,0,,110-7,0,0
B889,H,B,1909,2,52.77,3.75,,34F3,24,s,360,s,4,0,0,,110-15,0,0
B890,H,B,1909,2,52.77,4.05,,34F4,24,s,360,s,4,0,0,,110-17,0,0
O565,H,O,1908,3,52.93,4.18,,34F4,33,s,120,s,4,0,0,,110-19,0,0
O566,H,O,1909,2,52.67,3.77,,34F3,27,s,240,s,4,0,0,,110-20,0,0
O567,H,O,1909,2,52.67,3.73,,34F3,27,s,240,s,4,0,0,,110-21,0,0
O568,H,O,1909,3,52.53,4.4,,34F4,16,s & sh,240,s,4,1,0,,110-22,0,0
O569,H,O,1909,3,52.33,3.9,,33F3,24,s & sh,240,s,4,1,0,,110-23,0,0
B892,H,B,1909,3,54.3,4.18,,37F4,48,m,300,m,2,0,0,,111-6,0,0
B893,H,B,1909,3,54.32,3.97,,37F3,48,m.s,240,ms,3,0,0,,111-7,1,0
B894,H,B,1909,3,54.32,3.97,,37F3,46,m,240,m,2,0,0,,111-8,0,0
B895,H,B,1909,3,54.28,4.17,,37F4,49,m,240,m,2,0,0,,111-9,1,0
B896,H,B,1909,3,54.33,4.35,,37F4,49,m,180,m,2,0,0,,111-10,1,0
B897,H,B,1909,3,54.8,4.12,,38F4,49,fgs,240,fs,3,0,0,,111-13,1,0
B898,H,B,1909,3,54.78,4.1,,38F4,48,s,240,s,4,0,0,,111-14,1,0
B899,H,B,1909,3,54.68,4.27,,38F4,49,s,240,s,4,0,0,,111-15,1,0
B900,H,B,1909,3,54.65,4.4,,38F4,49,s,240,s,4,0,0,,111-16,1,0
B901,H,B,1909,3,54.65,4.27,,38F4,49,s,240,s,4,0,0,,111-17,1,0
B902,H,B,1909,3,54.68,4.13,,38F4,48,s,240,s,4,0,0,,111-18,1,0
B903,H,B,1909,3,54.82,4.18,,38F4,48,s,240,s,4,0,0,,111-19,1,0
B904,H,B,1909,3,54.88,4.85,,38F4,40,gs,240,fs,5,0,0,,111-20,1,0
B905,H,B,1909,3,54.77,4.85,,38F4,44,gs,240,fs,5,0,0,,111-21,1,0
B906,H,B,1909,3,55.27,4.78,,39F4,46,s,240,s,4,0,0,,111-22,1,0
B907,H,B,1909,3,55.27,4.83,,39F4,46,s,240,s,4,0,0,,111-23,0,0
B908,H,B,1909,3,55.15,4.82,,39F4,42,s,240,s,4,0,0,,111-24,0,0
1902-1,W,O,1902,,52.65,4.54,Egmond bij,34F4,16,s,120,,,,,,,0,0
1902-2,W,O,1902,,52.28,4.2,Scheveningen bij,33F4,20,s,120,,,,,,,0,0
1902-3,W,O,1902,,53.52,4.92,Terschellingerbank,36F4,22,s,120,,,,,,,0,0
1902-4,W,O,1902,,53.73,5.59,Vlakte van Ameland,36F5,28,s,120,,,,,,,0,0
1902-5,W,O,1902,,53.53,4.5,ls Haaks bij,36F4,29,sst,120,,,,,,,0,0
1902-6,W,O,1902,,52.65,4.53,Bruine Bank,34F4,27,s,120,,,,,,,0,0
1902-8,W,O,1902,,52.1,3.77,ls Haaks bij,33F3,23,s,120,,,,,,,0,0
1902-9,W,O,1902,,52.38,1.92,Lowestoft bij,33F1,31,s,120,,,,,,,0,0
1903-9,W,O,1903,,53.43,4.88,Terschellingerbank,35F4,30,s,120,,,,,,,0,0
1903-11,W,O,1903,,54.33,3.92,Oestergrond,37F3,48,ms,120,,,,,,,1,0
1903-18,W,O,1903,,52.73,2.58,Diepwaterkanaal,34F2,50,s,120,,,,,,,0,0
1903-20,W,O,1903,,52.22,2.87,DiepwaterkanaalxO,33F2,36,s,120,,,,,,,0,0
1903-31,W,O,1903,,54.74,3.26,Doggersbank,38F3,28,s,120,,,,,,,0,0
1903-33,W,O,1903,,54.43,2.88,Doggersbank,37F2,33,s,120,,,,,,,0,0
1903-34,W,O,1903,,54.58,1.08,Doggersbank Wrand,38F1,35,s,120,,,,,,,0,0
1903-36,W,O,1903,,54.13,1.98,Groot Zilverdiep,37F1,40,sst,120,,,,,,,0,0
1903-37,W,O,1903,,54.39,2.97,Doggersbank,37F2,36,s,120,,,,,,,0,0
1903-41,W,O,1903,,52.6,3.22,Bruine Bank,34F3,35,s,120,,,,,,,0,0
1903-43,W,O,1903,,52.83,3.22,Bruine Bank,34F3,33,s,120,,,,,,,0,0
1903-44,W,O,1903,,52.77,3.55,Bruine Bank NErand,34F3,33,s,120,,,,,,,0,0
1903-45,W,O,1903,,52.9,4.05,Breeveertien,34F4,30,s,120,,,,,,,0,0
1903-47,W,O,1903,,53.47,4.8,Terschellingerbank,35F4,26,s,120,,,,,,,0,0
1903-48,W,O,1903,,53.63,5.57,Amelander vlakte,36F5,25,s,120,,,,,,,0,0
1903-49,W,O,1903,,54,6.25,Borkummer rif,36F6,29,r,120,,,,,,,0,0
1903-52,W,O,1903,,55.18,7.88,Hornsrif Z van,39F7,20,ms,120,,,,,,,0,0
1903-56,W,O,1903,,55.78,4.62,Doggersbank Orand,40F4,41,s,120,,,,,,,0,0
1903-57,W,O,1903,,55.58,3.47,Doggersbank Nrand,40F3,46,s,120,,,,,,,0,0
1903-62,W,O,1903,,54.72,1.45,Doggersbank ZWvlakte,38F1,35,s,120,,,,,,,0,0
1903-63,W,O,1903,,54.15,1.75,Doggersbank Zwrand,37F1,35,s,120,,,,,,,0,0
1903-64,W,O,1903,,53.38,2.55,Leman Grond,35F2,35,s,120,,,,,,,0,0
1903-65,W,O,1903,,53.38,2.55,Leman Grond,35F2,35,s,120,,,,,,,0,0
1903-66,W,O,1903,,52.88,3.68,Bruine Bank N van,34F3,30,s,120,,,,,,,0,0
1903-67,W,O,1903,,52.88,3.68,Bruine Bank N van,34F3,30,s,120,,,,,,,0,0
1903-70,W,O,1903,,52.67,4,Breeveertien,34F3,26,s,120,,,,,,,0,0
1903-71,W,O,1903,,52.7,3.62,Bruine Bank,34F3,27,s,120,,,,,,,0,0
1903-72,W,O,1903,,53.05,4.28,ls Haaks bij,35F4,31,s,120,,,,,,,0,0
1903-73,W,O,1903,,53.13,3.88,Haaksgronden,35F3,27,s,120,,,,,,,0,0
1903-74,W,O,1903,,53.25,3.5,Witte Water,35F3,28,s,120,,,,,,,0,0
1903-75,W,O,1903,,53.38,4.93,Stortemelk bij uiterton,35F4,20,s,90,,,,,,,0,0
1903-76,W,O,1903,,53.45,4.63,ls Terschellingerbank bij,35F4,28,s,120,,,,,,,0,0
1904-13,W,O,1904,,53.62,3.45,Amelander vlakte,36F3,30,s,120,,,,,,,0,0
1904-14,W,O,1904,,53.38,4.93,bij Vlieland,35F4,16,s,120,,,,,,,0,0
1904-15,W,O,1904,,53.45,4.63,ls Terschellingerbank bij,35F4,34,s,120,,,,,,,0,0
1904-16,W,O,1904,,53.53,4.43,Terschellinger vlakte,36F4,30,s,120,,,,,,,1,0
1904-17,W,O,1904,,53.25,3.5,Witte water,35F3,30,s,120,,,,,,,0,0
1904-19,W,O,1904,,53.25,3.5,ls Haaks bij,35F3,25,s,120,,,,,,,0,0
1904-20,W,O,1904,,52.35,2.97,Diepwaterkanaal Orand,33F2,44,s,120,,,,,,,0,0
1904-22,W,O,1904,,52.37,2.35,Diepwaterkanaal Wrand,33F2,50,s,120,,,,,,,0,0
1904-24,W,O,1904,,51.3,1.93,ls Sandiette bij,31F1,40,st,120,,,,,,,0,0
1904-32,W,Oc,1904,,53.05,4.28,Haaksgronden,35F4,35,s,120,,,,,,,0,0
1904-34,W,Oc,1904,,53.45,4.63,Stortemelk voor ingang,35F4,27,s,60,,,,,,,0,0
1904-36,W,Oc,1904,,53.62,5.45,Amelander vlakte,36F5,25,s,120,,,,,,,0,0
1904-41,W,O,1904,,53.53,4.43,Terschelingerbank,36F4,30,s,120,,,,,,,0,0
1904-43,W,O,1904,,52.47,4.47,Egmond voor,33F4,20,s,120,,,,,,,0,0
1904-44,W,O,1904,,52.67,4,Breeveertien,34F3,28,s,120,,,,,,,0,0
1904-51,W,O,1904,,53.13,3.88,Texelgrond,35F3,28,s,120,,,,,,,0,0
1904-52,W,O,1904,,53.13,3.88,Texelgrond,35F3,28,s,120,,,,,,,0,0
1904-53,W,O,1904,,52.47,4.47,Egmond dwars van,33F4,18,s,70,,,,,,,0,0
1904-54,W,O,1904,,52.7,2.5,Egmond N van,34F2,18,s,70,,,,,,,0,0
1904-57,W,Oc,1904,,53.05,4.3,ls Haaks bij,35F4,30,s,120,,,,,,,0,0
1904-58,W,Oc,1904,,53.32,4.83,Vlieland,35F4,20,s,60,,,,,,,0,0
1904-64,W,Oc,1904,,53.65,5.42,Amelander vlakte,36F5,22,s,60,,,,,,,0,0
1904-66,W,Oc,1904,,52.67,4.48,Egmond dwars van,34F4,19,s,60,,,,,,,0,0
1904-72,W,Oc,1904,,52.67,4.02,Breeveertien,34F4,28,s,120,,,,,,,0,0
1904-74,W,O,1904,,52.55,1.97,Lowestoft Grond,34F1,27,h,120,,,,,,,0,0
1904-82,W,Oc,1904,,52.67,4,Breeveertien,34F3,27,s,120,,,,,,,0,0
1904-83,W,Oc,1904,,52.72,3.62,Bruine Bank,34F3,30,s,60,,,,,,,0,0
1904-84,W,Oc,1904,,53.32,3.52,Witte Water,35F3,32,s,120,,,,,,,1,0
1905-1,W,Oc,1905,,52.63,4.47,Egmond bij,34F4,20,s,60,,,,,,,0,0
1905-2,W,O,1905,,51.77,3.47,Schouwenbank bij,32F3,30,mv,120,,,,,,,0,0
1905-3,W,O,1905,,51.6,3.03,Thorntonbank bij,32F3,23,s,120,,,,,,,0,0
1905-4,W,O,1905,,51.38,2.38,Westhinder bij,31F2,38,s,60,,,,,,,0,0
1905-5,W,O,1905,,51.6,2.63,Noordhinder bij,32F2,35,s,60,,,,,,,0,0
1905-7,W,O,1905,,51.7,1.83,ls Galloper W van,32F1,37,x,90,,,,,,,1,0
1905-22,W,O,1905,,52.8,3.37,Bruine Bank,34F3,33,s,120,,,,,,,0,0
1905-28,W,O,1905,,52.47,3.75,Texelgrond,33F3,32,s,120,,,,,,,0,0
1905-31,W,O,1905,,54.07,2.77,Groot Zilverdiep,37F2,47,x,120,,,,,,,0,0
1905-33,W,O,1905,,55,3.88,Modderkanaal,38F3,50,c,120,,,,,,,0,0
